0         0             0             0             -nan             -inf             -inf
0.02         0             0             0             -nan             -3.91202             -inf
0.04         0             9             0.0225             -1             -3.21888             -3.77148
0.06         0             17             0.0425             -1             -2.81341             -3.11482
0.08         0             17             0.0425             -1             -2.52573             -3.11482
0.1         0             21             0.0525             -1             -2.30259             -2.89301
0.12         0             38             0.095             -1             -2.12026             -2.25406
0.14         0             41             0.1025             -1             -1.96611             -2.16975
0.16         0             58             0.145             -1             -1.83258             -1.77437
0.18         0             65             0.1625             -1             -1.7148             -1.63974
0.2         0             62             0.155             -1             -1.60944             -1.69591
0.22         0             76             0.19             -1             -1.51413             -1.45001
0.24         0             73             0.1825             -1             -1.42712             -1.4995
0.26         0             79             0.1975             -1             -1.34707             -1.40199
0.28         0             60             0.15             -1             -1.27297             -1.7346
0.3         0             81             0.2025             -1             -1.20397             -1.37074
0.32         0             76             0.19             -1             -1.13943             -1.45001
0.34         0             93             0.2325             -1             -1.07881             -1.19425
0.36         0             100             0.25             -1             -1.02165             -1.09861
0.38         0             115             0.2875             -1             -0.967584             -0.907557
0.4         0             105             0.2625             -1             -0.916291             -1.03302
0.42         0             120             0.3             -1             -0.867501             -0.847298
0.44         0             106             0.265             -1             -0.820981             -1.02014
0.46         0             115             0.2875             -1             -0.776529             -0.907557
0.48         0             117             0.2925             -1             -0.733969             -0.883273
0.5         0             139             0.3475             -1             -0.693147             -0.630046
0.52         0             118             0.295             -1             -0.653926             -0.871222
0.54         0             126             0.315             -1             -0.616186             -0.776846
0.56         0             136             0.34             -1             -0.579818             -0.663294
0.58         0             140             0.35             -1             -0.544727             -0.619039
0.6         0             129             0.3225             -1             -0.510826             -0.742306
0.62         0             129             0.3225             -1             -0.478036             -0.742306
0.64         0             148             0.37             -1             -0.446287             -0.532217
0.66         0             166             0.415             -1             -0.415515             -0.343333
0.68         0             169             0.4225             -1             -0.385662             -0.312519
0.7         0             158             0.395             -1             -0.356675             -0.426343
0.72         0             168             0.42             -1             -0.328504             -0.322773
0.74         0             166             0.415             -1             -0.301105             -0.343333
0.76         0             182             0.455             -1             -0.274437             -0.180488
0.78         0             172             0.43             -1             -0.248461             -0.281851
0.8         0             182             0.455             -1             -0.223144             -0.180488
0.82         0             172             0.43             -1             -0.198451             -0.281851
0.84         0             172             0.43             -1             -0.174353             -0.281851
0.86         0             177             0.4425             -1             -0.150823             -0.231022
0.88         0             170             0.425             -1             -0.127833             -0.302281
0.9         0             185             0.4625             -1             -0.105361             -0.150282
0.92         0             196             0.49             -1             -0.0833816             -0.0400053
0.94         0             197             0.4925             -1             -0.0618754             -0.0300023
0.96         0             184             0.46             -1             -0.040822             -0.160343
0.98         0             202             0.505             -1             -0.0202027             0.0200007
1         0             173             0.4325             -1             0             -0.271658
1.02         0             198             0.495             -1             0.0198026             -0.0200007
1.04         0             209             0.5225             -1             0.0392207             0.0900608
1.06         0             213             0.5325             -1             0.0582689             0.130184
1.08         0             200             0.5             -1             0.076961             0
1.1         0             185             0.4625             -1             0.0953102             -0.150282
1.12         0             212             0.53             -1             0.113329             0.120144
1.14         0             221             0.5525             -1             0.131028             0.210777
1.16         0             208             0.52             -1             0.14842             0.0800427
1.18         0             224             0.56             -1             0.165514             0.241162
1.2         0             218             0.545             -1             0.182322             0.180488
1.22         0             223             0.5575             -1             0.198851             0.231022
1.24         0             227             0.5675             -1             0.215111             0.271658
1.26         0             223             0.5575             -1             0.231112             0.231022
1.28         0             206             0.515             -1             0.24686             0.060018
1.3         0             215             0.5375             -1             0.262364             0.150282
1.32         0             213             0.5325             -1             0.277632             0.130184
1.34         0             231             0.5775             -1             0.29267             0.312519
1.36         0             232             0.58             -1             0.307485             0.322773
1.38         0             230             0.575             -1             0.322083             0.302281
1.4         0             237             0.5925             -1             0.336472             0.37431
1.42         0             226             0.565             -1             0.350657             0.26148
1.44         0             243             0.6075             -1             0.364643             0.436816
1.46         0             243             0.6075             -1             0.378436             0.436816
1.48         0             241             0.6025             -1             0.392042             0.415893
1.5         0             245             0.6125             -1             0.405465             0.457833
1.52         0             250             0.625             -1             0.41871             0.510826
1.54         0             237             0.5925             -1             0.431782             0.37431
1.56         0             247             0.6175             -1             0.444686             0.47895
1.58         0             251             0.6275             -1             0.457425             0.521507
1.6         0             242             0.605             -1             0.470004             0.426343
1.62         0             225             0.5625             -1             0.482426             0.251314
1.64         0             247             0.6175             -1             0.494696             0.47895
1.66         0             241             0.6025             -1             0.506818             0.415893
1.68         0             252             0.63             -1             0.518794             0.532217
1.7         0             241             0.6025             -1             0.530628             0.415893
1.72         0             244             0.61             -1             0.542324             0.447312
1.74         0             245             0.6125             -1             0.553885             0.457833
1.76         0             264             0.66             -1             0.565314             0.663294
1.78         0             253             0.6325             -1             0.576613             0.542957
1.8         0             252             0.63             -1             0.587787             0.532217
1.82         0             275             0.6875             -1             0.598837             0.788457
1.84         0             258             0.645             -1             0.609766             0.597133
1.86         0             265             0.6625             -1             0.620576             0.674455
1.88         0             263             0.6575             -1             0.631272             0.652173
1.9         0             259             0.6475             -1             0.641854             0.608068
1.92         0             270             0.675             -1             0.652325             0.730888
1.94         0             270             0.675             -1             0.662688             0.730888
1.96         0             257             0.6425             -1             0.672944             0.586231
1.98         0             268             0.67             -1             0.683097             0.708185
2         0             268             0.67             -1             0.693147             0.708185
2.02         0             270             0.675             -1             0.703098             0.730888
2.04         0             251             0.6275             -1             0.71295             0.521507
2.06         0             257             0.6425             -1             0.722706             0.586231
2.08         0             262             0.655             -1             0.732368             0.641091
2.1         0             266             0.665             -1             0.741937             0.685657
2.12         0             254             0.635             -1             0.751416             0.553728
2.14         0             279             0.6975             -1             0.760806             0.835421
2.16         0             265             0.6625             -1             0.770108             0.674455
2.18         0             279             0.6975             -1             0.779325             0.835421
2.2         0             271             0.6775             -1             0.788457             0.742306
2.22         0             277             0.6925             -1             0.797507             0.811833
2.24         0             270             0.675             -1             0.806476             0.730888
2.26         0             280             0.7             -1             0.815365             0.847298
2.28         0             285             0.7125             -1             0.824175             0.907557
